year,month,day,OFFICE,IMPORTER.TIN,TARIFF.CODE,ORIGIN.CODE,CIF_USD_EQUIVALENT,QUANTITY,GROSS.WEIGHT,TOTAL.TAXES.USD,RAISED_TAX_AMOUNT_USD,illicit
2013,2,31,OFFICE196,IMPO11645,5604909000,CNTRY216,1533,17,1,90,0,0
2013,2,31,OFFICE298,IMPO17391,8708943500,CNTRY317,350,20,3,17,0,0
2013,2,31,OFFICE127,IMPO13618,6217900009,CNTRY846,24015,187,11213,143,0,0
2013,2,31,OFFICE237,IMPO17253,4819100000,CNTRY376,18577,778,583,5,0,0
2013,2,31,OFFICE127,IMPO10477,8609009090,CNTRY376,47206,1214,164,5,0,0
2013,2,31,OFFICE109,IMPO17483,5401101200,CNTRY825,4283,1368,1,5,0,0
2013,2,31,OFFICE162,IMPO15783,8481809998,CNTRY652,98,139,4211,15,0,0
2013,2,31,OFFICE204,IMPO19879,8419818010,CNTRY376,4312,63767,305219,14,0,0
2013,2,31,OFFICE140,IMPO17478,7225406000,CNTRY316,15892,1,11711,280,0,0
2013,2,31,OFFICE298,IMPO14462,6005329000,CNTRY846,98305,63862,3206,246,0,0
2013,2,31,OFFICE105,IMPO12295,8536699010,CNTRY652,23783,18204,2973,1299,0,0
2013,2,31,OFFICE187,IMPO14698,4016995709,CNTRY976,13148,1,1,53,0,0
2013,2,31,OFFICE168,IMPO15321,8452900009,CNTRY846,1435,123,214,3835,0,0
2013,2,31,OFFICE292,IMPO19456,8467297000,CNTRY171,10,17,240,1655,76,1
2013,2,31,OFFICE168,IMPO13949,3810909001,CNTRY976,99,1,11430,161,0,0
2013,2,31,OFFICE126,IMPO15955,7326909889,CNTRY994,15210,227,473,5,0,0
2013,2,31,OFFICE134,IMPO16622,4821101000,CNTRY376,459,131,15547,0,0,0
2013,2,31,OFFICE178,IMPO18200,8205598009,CNTRY881,16135,6190,1288,0,0,0
2013,3,1,OFFICE40,IMP734707,9015900000,CNTRY759,2664,36,21962,1302,0,0
2013,3,1,OFFICE40,IMP671464,3204900000,CNTRY334,4878,1140,6232,2236,0,0
2013,3,1,OFFICE51,IMP975819,8704212025,CNTRY759,139549,1,190623,720,0,0
2013,3,1,OFFICE96,IMP237133,7418190000,CNTRY701,6050,1,30,0,717,1
2013,3,1,OFFICE51,IMP188186,8703232926,CNTRY615,2437,1485,30230,747,0,0
2013,3,1,OFFICE60,IMP606875,8703232225,CNTRY759,65291,1783,1550,1237,0,0
2013,3,1,OFFICE51,IMP179534,8703222900,CNTRY656,633316,1,31070,532,0,0
2013,3,1,OFFICE51,IMP787442,8703241128,CNTRY680,5524814,1,1746,3783,0,0
2013,3,1,OFFICE60,IMP851464,5501300000,CNTRY438,3377,780,606,3870,0,0
2013,3,1,OFFICE23,IMP955957,2916320000,CNTRY748,18669,1909,17921,16888,1560,1
2013,3,1,OFFICE51,IMP244709,8703222900,CNTRY311,118635,117,2756,2592,0,0
2013,3,1,OFFICE59,IMP722083,5007200000,CNTRY615,9492,1,229820,2684,0,0
2013,3,1,OFFICE59,IMP582709,8703241128,CNTRY680,8867,36,35370,9684,0,0
2013,3,1,OFFICE51,IMP638434,8517180000,CNTRY680,10178,1,3239,11684,0,0
2013,3,1,OFFICE92,IMP413429,8703900000,CNTRY759,2424,1,151,3958,0,0
2013,3,1,OFFICE96,IMP616428,3907200000,CNTRY277,30070,1,204957,513,0,0
2013,3,1,OFFICE51,IMP349927,8704232000,CNTRY680,8281,1,425319,4772,0,0
2013,3,1,OFFICE96,IMP361374,8479890000,CNTRY618,3815,1,9894,525,0,0
2013,3,1,OFFICE60,IMP960205,8703241128,CNTRY759,4541,5,657779,585,0,0
2013,3,1,OFFICE76,IMP684234,2922210000,CNTRY874,1552,1477,24815,1187,0,0
2013,3,1,OFFICE51,IMP142940,8702101319,CNTRY759,203086,9089,29658,4490,0,0
2013,3,1,OFFICE51,IMP352883,8703241128,CNTRY759,2385,1733,1825,3361,0,0
2013,3,1,OFFICE51,IMP764499,8703231119,CNTRY562,503839,155,28918,22479,0,0
2013,3,1,OFFICE59,IMP595796,8703321922,CNTRY562,2398,5,43606,767,0,0
2013,3,1,OFFICE51,IMP863899,8481300000,CNTRY680,4319,4,35085,3244,0,0
2013,3,1,OFFICE51,IMP304784,8704322000,CNTRY680,616163,376,12325,505,0,0
2013,3,1,OFFICE51,IMP944455,8704212025,CNTRY615,11058,184,659092,511,0,0
2013,3,1,OFFICE51,IMP734391,8702101319,CNTRY759,4328,32,36703,3908,0,0
2013,3,1,OFFICE40,IMP361374,8517180000,CNTRY277,2759,27,1560,500967,0,0
2013,3,1,OFFICE88,IMP960909,1901900091,CNTRY334,2595,1092,1078,1228,0,0
2013,3,1,OFFICE51,IMP300514,8517180000,CNTRY680,2374,3,418967,512,0,0
2013,3,1,OFFICE59,IMP727169,8703222900,CNTRY454,157666,134,23621,3848,0,0
2013,3,1,OFFICE40,IMP444837,3204900000,CNTRY277,1695,59,32,96,0,0
2013,3,1,OFFICE51,IMP992026,3901100000,CNTRY317,4448,1,3296,1369,0,0
2013,3,1,OFFICE59,IMP916902,8703241128,CNTRY759,9813,1,1870,602,0,0
2013,3,1,OFFICE76,IMP450969,8703232926,CNTRY215,4231,1,179883,486,0,0
2013,3,1,OFFICE51,IMP415181,8473290000,CNTRY873,173205,776,21297,23709,1085,1
2013,3,1,OFFICE59,IMP960205,8703232124,CNTRY277,23061,5525,9199,3286,0,0
2013,3,1,OFFICE59,IMP746629,8408900000,CNTRY454,30840,69,246690,3120,0,0
2013,3,1,OFFICE51,IMP826164,8703900000,CNTRY759,134948,2283,473025,563,0,0
2013,3,1,OFFICE51,IMP435297,8701900099,CNTRY680,2481,3,28054,732,0,0
2013,3,1,OFFICE24,IMP971659,8413300000,CNTRY819,112012,1,151750,2797,0,0
2013,3,1,OFFICE52,IMP250798,4411920000,CNTRY771,2639,12,1031,10182,0,0
2013,3,1,OFFICE76,IMP703936,8703241128,CNTRY680,33099,19269,3420,3317,0,0
2013,3,1,OFFICE59,IMP683347,7117900000,CNTRY615,120297,1,1673,394,0,0
2013,3,1,OFFICE59,IMP309952,1006301000,CNTRY184,1953,1,2251,30097,1237,1
2013,3,1,OFFICE51,IMP855449,8431430000,CNTRY759,29764,17,26460,4154,0,0
2013,3,1,OFFICE51,IMP585253,8517180000,CNTRY759,81274,1,27984,3705,0,0
2013,3,1,OFFICE45,IMP740252,8703231119,CNTRY709,2771,87,136752,3131,0,0
2013,3,1,OFFICE92,IMP870242,8703232926,CNTRY680,206129,148,1839,924,0,0
2013,3,1,OFFICE60,IMP765282,8517180000,CNTRY680,1848,1,1496,2806,0,0
2013,3,1,OFFICE76,IMP955120,7418190000,CNTRY171,1877,3229,45,505,0,0
2013,3,1,OFFICE59,IMP965305,303790000,CNTRY680,70771,19,2769,3043,0,0
2013,3,1,OFFICE51,IMP252249,8703241128,CNTRY680,187242,4,1102,10789,0,0
2013,3,1,OFFICE51,IMP654182,8517180000,CNTRY680,4478,95,368706,778,0,0
2013,3,1,OFFICE78,IMP120345,4800000000,CNTRY659,5174,3314,432,714,0,0
2013,3,1,OFFICE51,IMP380131,8523520000,CNTRY764,6650,1,109626,469,0,0
2013,3,1,OFFICE59,IMP746629,8703321220,CNTRY680,2089,156,23223,332,0,0
2013,3,1,OFFICE59,IMP620525,8704321118,CNTRY680,3734,113,27,1291,0,0
2013,3,1,OFFICE51,IMP280692,8703210011,CNTRY680,123615,1,260284,136445,0,0
2013,3,1,OFFICE23,IMP374546,3305900000,CNTRY398,35737,16,56436,0,0,0
2013,3,1,OFFICE92,IMP428055,3907200000,CNTRY748,63112,1310,9111,706,0,0
2013,3,1,OFFICE60,IMP620034,8703331226,CNTRY759,94937,79,11505,3624,0,0
2013,3,1,OFFICE59,IMP354977,8703321220,CNTRY138,46573,4110,2474,3616,1060,1
2013,3,1,OFFICE59,IMP274754,8704311114,CNTRY680,3277,13,1542,57368,0,0
2013,3,1,OFFICE92,IMP703936,8502390000,CNTRY759,54927,3264,23205,4502,0,0
2013,3,1,OFFICE59,IMP975819,8703222900,CNTRY615,11522,10111,2776,3230,0,0
2013,3,1,OFFICE92,IMP872498,2526200000,CNTRY825,3764,3325,165312,19912,1373,1
2013,3,1,OFFICE92,IMP785321,4804190000,CNTRY637,2947,69,1032,1218,0,0
2013,3,1,OFFICE51,IMP915889,8714190000,CNTRY656,24133,1,257,1292,0,0
2013,3,1,OFFICE60,IMP643863,8703222900,CNTRY680,4149,36,414618,2822,0,0
2013,3,1,OFFICE59,IMP255976,8703241128,CNTRY680,33104,13339,1598,15655,0,0
2013,3,1,OFFICE51,IMP451441,8703242900,CNTRY759,4133,1,1081,3185,0,0
2013,3,1,OFFICE59,IMP152015,8703241128,CNTRY759,193609,26,14428,528,0,0
2013,3,1,OFFICE40,IMP158220,8704212025,CNTRY615,646215,1,1770,34131,0,0
2013,3,1,OFFICE40,IMP522051,8517180000,CNTRY759,2718,4,30578,8895,0,0
2013,3,1,OFFICE51,IMP440223,2835260000,CNTRY759,604005,1137,1583,7554,0,0
2013,3,1,OFFICE51,IMP422356,8703222900,CNTRY615,3698,4,1103,29275,0,0
2013,3,1,OFFICE51,IMP582709,8703331124,CNTRY680,4794,4,1945,495,0,0
2013,3,1,OFFICE76,IMP253703,8443990000,CNTRY316,38336,3,950,1224,0,0
2013,3,1,OFFICE88,IMP664290,8703241128,CNTRY680,3471,327,25590,498,1586,1
2013,3,1,OFFICE94,IMP420077,2844400000,CNTRY819,17733,68,9635,25593,0,0
2013,3,1,OFFICE35,IMP222671,407000000,CNTRY171,110682,2401,1047,119112,0,0
2013,3,1,OFFICE40,IMP352883,8501400000,CNTRY759,134879,1064,169609,477,0,0
2013,3,1,OFFICE59,IMP810695,3004900000,CNTRY376,178487,5,26340,713,0,0
2013,3,1,OFFICE59,IMP235251,8702101319,CNTRY759,2713,792,533,12945,0,0
2013,3,1,OFFICE59,IMP122694,8517180000,CNTRY680,2416,5,440145,4125,0,0
2013,3,1,OFFICE92,IMP688289,8703242900,CNTRY264,6508,6290,145288,9988,0,0
2013,3,1,OFFICE60,IMP577611,4418900000,CNTRY881,5858,3,2037,61,0,0
2013,3,1,OFFICE59,IMP905084,8502390000,CNTRY825,7769,1,1603,6848,0,0
2013,3,1,OFFICE59,IMP451441,8517180000,CNTRY680,187005,1,1806,4197,0,0
2013,3,1,OFFICE187,IMPO12228,5402330000,CNTRY994,20582,109,364,303,0,0
2013,3,1,OFFICE186,IMPO16093,8536699010,CNTRY846,88833,1659,99659,5,0,0
2013,3,1,OFFICE187,IMPO18847,5806200000,CNTRY994,60260,3,928,2530,0,0
2013,3,1,OFFICE204,IMPO12250,8409990009,CNTRY994,4945,132,1,5,0,0
2013,3,1,OFFICE186,IMPO15767,5401101800,CNTRY976,625,1,1,5,0,0
2013,3,1,OFFICE186,IMPO10763,8708999799,CNTRY652,1384,16131,2262,45,0,0
2013,3,1,OFFICE204,IMPO15640,8609009090,CNTRY376,6313,202,1,5,0,0
2013,3,1,OFFICE237,IMPO11444,5209290000,CNTRY680,14,98,239,868,0,0
2013,3,1,OFFICE185,IMPO15474,9031908500,CNTRY445,3801,13,237,5,0,0
2013,3,1,OFFICE127,IMPO10723,5806200000,CNTRY994,70,123,1,5,0,0
2013,3,1,OFFICE297,IMPO12173,6403999300,CNTRY976,114,1714,13371,930,0,0
2013,3,1,OFFICE237,IMPO19879,6110309902,CNTRY994,534,27,14,33,0,0
2013,3,1,OFFICE134,IMPO19420,8409990009,CNTRY994,414,20190,1170,5,0,0
2013,3,1,OFFICE204,IMPO10267,9606220000,CNTRY825,48,1,276,296,0,0
2013,3,1,OFFICE296,IMPO18915,6205200009,CNTRY376,633,195,1,276,0,0
2013,3,1,OFFICE123,IMPO19485,8538909909,CNTRY625,98,14,1105,2421,614,1
2013,3,1,OFFICE196,IMPO19930,6205908098,CNTRY825,3836,1,1,1611,0,0
2013,3,1,OFFICE186,IMPO14307,8538909909,CNTRY123,15505,160,18,5,221,1
2013,3,1,OFFICE204,IMPO13854,8311300000,CNTRY652,51,13,1,5,0,0
2013,3,1,OFFICE109,IMPO15283,7419999099,CNTRY994,4728,3,9367,5,0,0
2013,3,1,OFFICE185,IMPO17487,7326909889,CNTRY819,12984,13809,381,729,0,0
2013,3,1,OFFICE127,IMPO15767,8609009090,CNTRY994,1871,130,1,5,0,0
2013,3,1,OFFICE204,IMPO15988,6406909099,CNTRY994,911,207,283,5,0,0
2013,3,1,OFFICE297,IMPO14533,8703239091,CNTRY785,1492,296,1092,5,0,0
2013,3,1,OFFICE296,IMPO18569,8703321963,CNTRY209,253,1051,3,4969,0,0
2013,3,1,OFFICE185,IMPO16235,8547200000,CNTRY376,599,3,77,334,0,0
2013,3,1,OFFICE204,IMPO15487,8482200000,CNTRY652,134663,18606,349,5,0,0
2013,3,1,OFFICE168,IMPO12616,8544429011,CNTRY994,46,25,376,579,0,0
2013,3,1,OFFICE298,IMPO16657,6003309000,CNTRY825,191,1,1,5,0,0
2013,3,1,OFFICE132,IMPO11714,3921120000,CNTRY317,126,312444,14,13,0,0
2013,3,1,OFFICE168,IMPO12207,8413603900,CNTRY994,219,953,1185,336,0,0
2013,3,1,OFFICE298,IMPO12164,3913900009,CNTRY825,2893,1,1,141,621,1
2013,3,1,OFFICE117,IMPO12219,8452300000,CNTRY615,226600,25371,15308,118,228,1
2013,3,1,OFFICE168,IMPO18788,4821909000,CNTRY825,289,22,831,5,0,0
2013,3,1,OFFICE187,IMPO13009,8433900099,CNTRY680,1062,8129,3,2517,0,0
2013,3,1,OFFICE162,IMPO16058,8533210000,CNTRY351,14,3,1,306,0,0
2013,3,1,OFFICE233,IMPO10540,8433900099,CNTRY615,5,2313,58,58,0,0
2013,3,1,OFFICE237,IMPO10023,8541409009,CNTRY846,1210,1140,307,168,0,0
2013,3,1,OFFICE237,IMPO16058,5210110001,CNTRY994,1111,843,73,11,0,0
2013,3,1,OFFICE127,IMPO19013,8481201000,CNTRY376,749,14186,3,11,0,0
2013,3,1,OFFICE237,IMPO16777,9603500000,CNTRY480,86062,15,293,2546,325,1
2013,3,1,OFFICE127,IMPO16865,8609009090,CNTRY376,233,1,1424,5,0,0
2013,3,1,OFFICE100,IMPO17497,7326909889,CNTRY652,3313,28,4,5,0,0
2013,3,1,OFFICE187,IMPO18846,8708999799,CNTRY881,74,1,66,6500,0,0
2013,3,1,OFFICE168,IMPO13766,3204110000,CNTRY652,60669,3,97,5851,0,0
2013,3,1,OFFICE162,IMPO14017,701909000,CNTRY680,2513,6227,12106,15,0,0
2013,3,1,OFFICE186,IMPO19080,7318220000,CNTRY652,16155,1,16,5,0,0
2013,3,1,OFFICE111,IMPO18150,9013909000,CNTRY615,2836,12218,2964,125,0,0
2013,3,1,OFFICE141,IMPO11640,804100001,CNTRY376,680,3,1308,123,0,0
2013,3,1,OFFICE204,IMPO15276,5807101010,CNTRY976,674,42,1,5,0,0
2013,3,1,OFFICE298,IMPO18806,8479908000,CNTRY376,26040,39,320,5,0,0
2013,3,1,OFFICE168,IMPO15520,8703221051,CNTRY994,248,3,5023,11694,0,0
2013,3,1,OFFICE127,IMPO16400,3926909799,CNTRY376,226,498,836,11,0,0
2013,3,1,OFFICE127,IMPO18400,5806200000,CNTRY376,14524,105,12,5,0,0
2013,3,1,OFFICE185,IMPO17657,5806200000,CNTRY994,1658,1,1,452,0,0
2013,3,1,OFFICE210,IMPO16867,8536699010,CNTRY652,678,197,93,1834,0,0
2013,3,1,OFFICE185,IMPO13165,8538909909,CNTRY123,19087,1098,1,5,0,0
2013,3,1,OFFICE237,IMPO15878,5408340000,CNTRY701,38402,91,88689,1809,416,1
2013,3,1,OFFICE127,IMPO12207,9801000000,CNTRY376,17781,1,244,5,0,0
2013,3,1,OFFICE296,IMPO17497,8547200000,CNTRY376,1483,84,196,476,0,0
2013,3,1,OFFICE237,IMPO18864,805501000,CNTRY819,19,632,3691,210,0,0
2013,3,1,OFFICE168,IMPO14861,8301600009,CNTRY123,2765,40947,151370,143,0,0
2013,3,1,OFFICE204,IMPO15783,8609009090,CNTRY376,2582,238,1,5,0,0
2013,3,1,OFFICE168,IMPO18806,8419899899,CNTRY846,734,17876,88,14,0,0
2013,3,1,OFFICE185,IMPO11252,3924900001,CNTRY859,12453,1,707665,94,0,0
2013,3,1,OFFICE204,IMPO16119,8703339093,CNTRY709,8392,265,15124,39,0,0
2013,3,1,OFFICE279,IMPO19906,6006329000,CNTRY994,3043,1,20,5,0,0
2013,3,1,OFFICE109,IMPO18212,3919900000,CNTRY123,1641,185,1,5,0,0
2013,3,1,OFFICE204,IMPO12105,8542399090,CNTRY709,90156,94,27,544,0,0
2013,3,1,OFFICE204,IMPO19182,3909300090,CNTRY652,704,89,1,1131,0,0
2013,3,1,OFFICE127,IMPO13408,4819100000,CNTRY680,9548,3,3,1829,0,0
2013,3,1,OFFICE127,IMPO18703,5209420000,CNTRY881,1282,437,87,5,0,0
2013,3,1,OFFICE204,IMPO13153,7326909889,CNTRY680,259,799,1689,216,0,0
2013,3,1,OFFICE204,IMPO19420,8703329091,CNTRY825,4444,20,13,5,0,0
2013,3,1,OFFICE100,IMPO18128,7209189900,CNTRY480,32905,7790,4,4959,0,0
2013,3,1,OFFICE204,IMPO15533,7326909889,CNTRY994,5202,209,528,5,0,0
2013,3,1,OFFICE168,IMPO15880,8504403019,CNTRY759,4095,1,86399,112,0,0
2013,3,1,OFFICE246,IMPO11557,8214200000,CNTRY390,197,79,1,270,0,0
2013,3,1,OFFICE168,IMPO15533,8421392000,CNTRY825,604,3,327,2174,0,0
2013,3,1,OFFICE237,IMPO11679,8479908000,CNTRY376,75,558,5839,5,0,0
2013,3,1,OFFICE168,IMPO14455,8452300000,CNTRY376,394,130,263,5,0,0
2013,3,1,OFFICE186,IMPO16428,8538909902,CNTRY994,26877,1,220,5,0,0
2013,3,1,OFFICE204,IMPO13181,5806200000,CNTRY994,31968,1,98,5,0,0
2013,3,1,OFFICE134,IMPO12066,9018908439,CNTRY785,3856,1,1027,178,143,1
2013,3,1,OFFICE204,IMPO10763,5806200000,CNTRY123,5631,108,1012,42,0,0
2013,3,1,OFFICE127,IMPO19590,4821909000,CNTRY376,17373,79,1,5,0,0
2013,3,1,OFFICE186,IMPO12303,3926909229,CNTRY825,18505,3,466,91,0,0
2013,3,1,OFFICE127,IMPO14817,3926909799,CNTRY680,69,128,4,15,0,0
2013,3,1,OFFICE197,IMPO10840,3919900000,CNTRY680,1604,295,312775,275,0,0
2013,3,1,OFFICE168,IMPO12398,3004900019,CNTRY994,17512,530,1,5,0,0
2013,3,1,OFFICE134,IMPO19744,8484900090,CNTRY976,39127,1,1016,3162,0,0
2013,3,1,OFFICE296,IMPO16962,6309000002,CNTRY994,353,89,652,5,0,0
2013,3,1,OFFICE296,IMPO15239,9405409949,CNTRY317,43,56349,387,56,87,1
2013,3,1,OFFICE186,IMPO19420,4821109000,CNTRY652,23845,775,4527,5,0,0
2013,3,1,OFFICE204,IMPO16865,4821109000,CNTRY994,21599,37,33,5,0,0
2013,3,1,OFFICE127,IMPO19253,9102110000,CNTRY576,61859,3764,1240,10,0,0
2013,3,1,OFFICE168,IMPO11938,6309000002,CNTRY994,286,67,925,260,357,1
2013,3,1,OFFICE204,IMPO10763,8609009090,CNTRY123,20312,156,1,5,0,0
2013,3,1,OFFICE168,IMPO13153,4819100000,CNTRY994,510,913,2200,5,0,0
2013,3,1,OFFICE210,IMPO17775,9028200090,CNTRY323,21,15051,322,3075,84,1
2013,3,1,OFFICE204,IMPO11958,4821109000,CNTRY123,5553,1134,1,128,0,0
2013,3,1,OFFICE298,IMPO11932,2513200009,CNTRY456,25,120,1,140,93,1
2013,3,1,OFFICE298,IMPO11394,8538909902,CNTRY825,402,25,3751,160,0,0
2013,3,1,OFFICE100,IMPO19159,8538909909,CNTRY994,11473,735,1,5,0,0
2013,3,1,OFFICE168,IMPO10935,7318159050,CNTRY994,794,131,119,33,0,0
2013,3,1,OFFICE186,IMPO17243,8483608002,CNTRY123,654,13,355,196,0,0
2013,3,1,OFFICE141,IMPO15707,5807101010,CNTRY825,30996,1,3328,5,0,0
2013,3,1,OFFICE298,IMPO10700,2710124591,CNTRY454,6007,1,23,5,0,0
2013,3,1,OFFICE296,IMPO15765,4821909000,CNTRY994,7012,433,1,5,0,0
2013,3,1,OFFICE101,IMPO19389,3909509090,CNTRY123,98,1,87,1601,0,0
2013,3,1,OFFICE109,IMPO13210,3304990009,CNTRY216,537,501,20774,203,0,0
2013,3,1,OFFICE197,IMPO17023,8501310001,CNTRY376,10065,1,3,1188,0,0
2013,3,1,OFFICE298,IMPO16428,8703319090,CNTRY994,2353,1,3035,5,0,0
2013,3,1,OFFICE186,IMPO19422,3505209000,CNTRY615,3567,68114,89,96,0,0
2013,3,1,OFFICE168,IMPO19818,8443999040,CNTRY976,19352,659,1,620,0,0
2013,3,1,OFFICE109,IMPO12551,8532300000,CNTRY825,147,14961,2758,5,0,0
2013,3,1,OFFICE162,IMPO18106,7318220000,CNTRY680,287,129,1,5,0,0
2013,3,1,OFFICE168,IMPO15276,8538909909,CNTRY994,4667,78,722,5,0,0
2013,3,1,OFFICE204,IMPO16622,9606100010,CNTRY994,14012,220,1,5,0,0
2013,3,1,OFFICE298,IMPO13495,7419999099,CNTRY680,4241,1,1,5,0,0
2013,3,1,OFFICE100,IMPO19653,9608109990,CNTRY976,198,19370,3,1478,0,0
2013,3,1,OFFICE296,IMPO17253,3926909229,CNTRY825,21963,85,5968,5,0,0
2013,3,1,OFFICE204,IMPO15485,8466928000,CNTRY321,2466,1,1,5,0,0
2013,3,1,OFFICE187,IMPO10186,5903209000,CNTRY825,113,1398,1,5,0,0
2013,3,1,OFFICE279,IMPO17587,5208310000,CNTRY554,24,531,4322,103,0,0
2013,3,1,OFFICE168,IMPO13674,4805932000,CNTRY576,5169,1796,104,1451,0,0
2013,3,1,OFFICE187,IMPO10783,2208701003,CNTRY994,41410,15,1,15,0,0
2013,3,1,OFFICE186,IMPO18200,8536699090,CNTRY976,100,12,34046,195,0,0
2013,3,1,OFFICE187,IMPO10763,5807109010,CNTRY376,6348,602,5654,5,0,0
2013,3,1,OFFICE100,IMPO11025,8609009090,CNTRY994,1350,707,1045,5,0,0
2013,3,1,OFFICE237,IMPO16089,5903109000,CNTRY994,1477,459,3,1066,0,0
2013,3,1,OFFICE141,IMPO16128,8483102901,CNTRY376,670,620,3655,113,369,1
2013,3,1,OFFICE162,IMPO15165,8481809998,CNTRY123,16341,1,30093,5,0,0
2013,3,1,OFFICE167,IMPO11034,8473502000,CNTRY652,302,108,324,0,0,0
2013,3,2,OFFICE51,IMP567352,8704212025,CNTRY680,2338,1893,1790,1468,0,0
2013,3,2,OFFICE51,IMP126864,8455210000,CNTRY759,111110,1,294357,7639,0,0
2013,3,2,OFFICE59,IMP317373,3204110000,CNTRY994,77628,23,215242,6881,0,0
2013,3,2,OFFICE40,IMP449354,3824909000,CNTRY830,1681,3215,2876,495,0,0
2013,3,2,OFFICE59,IMP682218,8703241128,CNTRY759,153255,8128,1796,4001,0,0
2013,3,2,OFFICE59,IMP616173,8703900000,CNTRY615,2324,36,1883,793,0,0
2013,3,2,OFFICE51,IMP179534,8703222900,CNTRY759,233437,1,1159,563,0,0
2013,3,2,OFFICE23,IMP178626,8703231119,CNTRY859,38772,4012,149200,34771,0,0
2013,3,2,OFFICE51,IMP414024,8703321922,CNTRY680,173434,126,34466,4684,806,1
2013,3,2,OFFICE18,IMP379100,8704231122,CNTRY317,42285,91,101902,515,484,1
2013,3,2,OFFICE51,IMP361687,8703241128,CNTRY680,41949,1,1902,796,0,0
2013,3,2,OFFICE59,IMP505417,3915300000,CNTRY454,113631,3,1513,615,0,0
2013,3,2,OFFICE88,IMP494993,7208390000,CNTRY765,269562,18,121,730,0,0
2013,3,2,OFFICE59,IMP307828,8517180000,CNTRY562,8469,4,23891,2965,0,0
2013,3,2,OFFICE51,IMP238427,2710193900,CNTRY759,4304,3,11214,3107,0,0
2013,3,2,OFFICE60,IMP120631,8703210011,CNTRY680,4351,4132,173544,2719,0,0
2013,3,2,OFFICE76,IMP300156,8703231119,CNTRY680,107689,6710,23696,4554,0,0
2013,3,2,OFFICE40,IMP238427,8703241128,CNTRY680,10075,97,190269,3741,0,0
2013,3,2,OFFICE51,IMP477925,6912001000,CNTRY644,5384,15,7886,696,0,0
2013,3,2,OFFICE59,IMP999915,7004900000,CNTRY994,124754,1,9960,81471,0,0
2013,3,2,OFFICE51,IMP117406,8703321220,CNTRY615,92221,2800,1075,10981,0,0
2013,3,2,OFFICE51,IMP679260,8703321922,CNTRY376,449095,71,23411,452,0,0
2013,3,2,OFFICE40,IMP826164,8703232926,CNTRY759,42417,22,382396,573,0,0
2013,3,2,OFFICE51,IMP206242,8703900000,CNTRY376,2746,282,939,4774,0,0
2013,3,2,OFFICE41,IMP276514,4802550059,CNTRY680,70934,184,18104,476,1839,1
2013,3,2,OFFICE59,IMP124597,8703241128,CNTRY759,2814,1,314599,4174,0,0
2013,3,2,OFFICE51,IMP135970,8703241128,CNTRY759,9155,1,2205901,9074,0,0
2013,3,2,OFFICE40,IMP567352,8702101319,CNTRY759,184467,1,33228,773,0,0
2013,3,2,OFFICE59,IMP522051,8703900000,CNTRY215,209157,5,32586,474,0,0
2013,3,2,OFFICE40,IMP261908,3921120000,CNTRY680,165007,25,236,237183,0,0
2013,3,2,OFFICE51,IMP522479,8703332100,CNTRY680,71465,1,22868,2137,0,0
2013,3,2,OFFICE51,IMP112688,8703232926,CNTRY759,4061,1,1660,3521,0,0
2013,3,2,OFFICE59,IMP445164,8703241128,CNTRY376,2749,1,496462,1074,0,0
2013,3,2,OFFICE76,IMP445164,8703232926,CNTRY759,7716,1,3285,11865,0,0
2013,3,2,OFFICE40,IMP830465,8703242100,CNTRY546,23137,63,166404,458,0,0
2013,3,2,OFFICE60,IMP703936,8704212025,CNTRY680,112400,1,288372,4633,0,0
2013,3,2,OFFICE40,IMP720753,8703222900,CNTRY680,2770,1,277855,8737,0,0
2013,3,2,OFFICE51,IMP960205,8703321922,CNTRY759,99564,1,16668,561,0,0
2013,3,2,OFFICE51,IMP163708,8702902099,CNTRY277,32849,4,270,6224,0,0
2013,3,2,OFFICE51,IMP447222,8479890000,CNTRY680,9069,1,25495,13750,0,0
2013,3,2,OFFICE51,IMP445164,8702101319,CNTRY680,274584,1,609998,583,0,0
2013,3,2,OFFICE76,IMP124597,8703900000,CNTRY680,4277,1,376441,621,0,0
2013,3,2,OFFICE59,IMP352125,8703210011,CNTRY277,4037,85,28492,705,0,0
2013,3,2,OFFICE88,IMP157669,4009210000,CNTRY317,5120,3657,17,8123,0,0
2013,3,2,OFFICE51,IMP853002,8408900000,CNTRY277,4338,1,1692,575,0,0
2013,3,2,OFFICE51,IMP271968,8702101319,CNTRY759,2885,1,1921,3549,0,0
2013,3,2,OFFICE76,IMP911330,8703241128,CNTRY680,166396,4,1769,7892,0,0
2013,3,2,OFFICE59,IMP706385,8704322000,CNTRY680,37108,1,251235,886,0,0
2013,3,2,OFFICE59,IMP482566,8703241128,CNTRY376,10762,1,262011,5404,0,0
2013,3,2,OFFICE51,IMP801300,8703241128,CNTRY759,3832,4,1718,1439,0,0
2013,3,2,OFFICE51,IMP154351,8703210011,CNTRY680,138137,1,293859,545,0,0
2013,3,2,OFFICE60,IMP775248,8702102029,CNTRY576,7572,1330,2750,1288,448,1
2013,3,2,OFFICE23,IMP447222,8703332900,CNTRY454,30566,1430,1791,268,1015,1
2013,3,2,OFFICE76,IMP243951,8703222900,CNTRY759,113801,1,494630,576,0,0
2013,3,2,OFFICE76,IMP699903,7323100000,CNTRY376,6676,1411,24014,534,0,0
