,year,month,day,OFFICE,IMPORTER.TIN,TARIFF.CODE,ORIGIN.CODE,CIF_USD_EQUIVALENT,QUANTITY,GROSS.WEIGHT,TOTAL.TAXES.USD,RAISED_TAX_AMOUNT_USD,illicit,formatted_date
198589,2014,12,25,OFFICE214,IMPO16731,5209420000,CNTRY994,4230.0,4849.0,204.0,4020.0,0.0,False,2014-12-25
198590,2014,12,25,OFFICE296,IMPO11958,8703319090,CNTRY680,87.0,6588.0,2902.0,5.0,0.0,False,2014-12-25
198591,2014,12,25,OFFICE180,IMPO11404,8609009090,CNTRY654,16.0,1346.0,389.0,228.0,134.0,True,2014-12-25
198592,2014,12,25,OFFICE180,IMPO16945,8203300000,CNTRY825,20.0,9149.0,375826.0,2287.0,364.0,True,2014-12-25
198593,2014,12,25,OFFICE127,IMPO14768,8533290000,CNTRY994,3548.0,3.0,379427.0,382.0,0.0,False,2014-12-25
198594,2014,12,25,OFFICE204,IMPO18806,4821909000,CNTRY123,31575.0,198.0,1135.0,5.0,0.0,False,2014-12-25
198595,2014,12,25,OFFICE186,IMPO10231,8452300000,CNTRY759,3971.0,630442.0,2.0,165.0,510.0,True,2014-12-25
198596,2014,12,25,OFFICE187,IMPO15276,5807109010,CNTRY994,151.0,1.0,1.0,5.0,0.0,False,2014-12-25
198597,2014,12,25,OFFICE168,IMPO10228,8538909909,CNTRY994,26954.0,23.0,1433.0,5.0,0.0,False,2014-12-25
198598,2014,12,25,OFFICE297,IMPO16077,8536501196,CNTRY654,100.0,4978.0,3.0,43.0,74.0,True,2014-12-25
198599,2014,12,25,OFFICE187,IMPO10423,2710199921,CNTRY123,1526.0,18.0,11.0,677.0,0.0,False,2014-12-25
198600,2014,12,25,OFFICE168,IMPO14414,5806200000,CNTRY994,31140.0,212.0,26.0,5.0,0.0,False,2014-12-25
198601,2014,12,25,OFFICE127,IMPO19363,4821109000,CNTRY994,406.0,1.0,3949.0,5.0,0.0,False,2014-12-25
198602,2014,12,25,OFFICE237,IMPO19080,8433900099,CNTRY994,232.0,5009.0,15487.0,5.0,0.0,False,2014-12-25
198603,2014,12,25,OFFICE187,IMPO18916,8609009090,CNTRY920,10089.0,11.0,5.0,2090.0,0.0,False,2014-12-25
198604,2014,12,25,OFFICE101,IMPO15279,4821109000,CNTRY846,168.0,470.0,1.0,14.0,0.0,False,2014-12-25
198605,2014,12,25,OFFICE168,IMPO12228,6406909099,CNTRY376,39239.0,24.0,3.0,584.0,0.0,False,2014-12-25
198606,2014,12,25,OFFICE140,IMPO14269,3917400000,CNTRY863,2115.0,153.0,10.0,5.0,0.0,False,2014-12-25
198607,2014,12,25,OFFICE168,IMPO14627,8708299009,CNTRY994,36925.0,22.0,19.0,140.0,0.0,False,2014-12-25
198608,2014,12,25,OFFICE196,IMPO17421,8512309009,CNTRY825,217.0,94.0,1.0,112.0,0.0,False,2014-12-25
198609,2014,12,25,OFFICE298,IMPO10706,8536901020,CNTRY454,65.0,590.0,92.0,193.0,0.0,False,2014-12-25
198610,2014,12,25,OFFICE296,IMPO18433,5402330000,CNTRY825,39.0,1192.0,14.0,1835.0,0.0,False,2014-12-25
198611,2014,12,25,OFFICE100,IMPO18808,6107210001,CNTRY376,1503.0,5363.0,67.0,5.0,0.0,False,2014-12-25
198612,2014,12,25,OFFICE214,IMPO14627,4821109000,CNTRY562,4060.0,3.0,23.0,11.0,0.0,False,2014-12-25
198613,2014,12,25,OFFICE237,IMPO19747,8708949900,CNTRY123,62308.0,2694.0,1262.0,100.0,0.0,False,2014-12-25
198614,2014,12,25,OFFICE204,IMPO10043,8538909902,CNTRY825,92.0,636.0,437.0,13.0,363.0,True,2014-12-25
198615,2014,12,25,OFFICE185,IMPO14356,3924900008,CNTRY652,3382.0,21.0,14.0,1233.0,0.0,False,2014-12-25
198616,2014,12,25,OFFICE109,IMPO11469,8421392000,CNTRY994,14416.0,737.0,1.0,5.0,0.0,False,2014-12-25
198617,2014,12,25,OFFICE109,IMPO11284,4821909000,CNTRY994,679.0,219.0,1126.0,5.0,0.0,False,2014-12-25
198618,2014,12,25,OFFICE187,IMPO12250,4821909000,CNTRY994,396.0,114.0,141.0,5.0,0.0,False,2014-12-25
198619,2014,12,25,OFFICE187,IMPO10228,4016930000,CNTRY680,8124.0,782.0,336.0,5.0,0.0,False,2014-12-25
198620,2014,12,25,OFFICE168,IMPO13456,8423829009,CNTRY485,38.0,573.0,16.0,725.0,0.0,False,2014-12-25
198621,2014,12,25,OFFICE168,IMPO15533,8708999799,CNTRY994,18799.0,593.0,1266.0,5.0,0.0,False,2014-12-25
198622,2014,12,25,OFFICE237,IMPO12151,8308200009,CNTRY976,14182.0,16288.0,4096.0,5.0,0.0,False,2014-12-25
198623,2014,12,25,OFFICE168,IMPO10267,4821909000,CNTRY976,692.0,1.0,300.0,5.0,0.0,False,2014-12-25
198624,2014,12,25,OFFICE180,IMPO14302,3926300000,CNTRY920,20223.0,12070.0,99.0,17.0,0.0,False,2014-12-25
198625,2014,12,25,OFFICE214,IMPO10344,9607110000,CNTRY994,12564.0,601.0,4490.0,5.0,0.0,False,2014-12-25
198626,2014,12,25,OFFICE134,IMPO11176,4819100000,CNTRY863,17.0,95.0,13316.0,977.0,0.0,False,2014-12-25
198627,2014,12,25,OFFICE237,IMPO12183,4819600000,CNTRY689,3446.0,1.0,3.0,2669.0,447.0,True,2014-12-25
198628,2014,12,25,OFFICE168,IMPO18238,4821101000,CNTRY994,6065.0,327.0,5094.0,5.0,0.0,False,2014-12-25
198629,2014,12,25,OFFICE134,IMPO19159,1905321909,CNTRY930,1304.0,13.0,1.0,5.0,0.0,False,2014-12-25
198630,2014,12,25,OFFICE168,IMPO15880,8716398090,CNTRY994,434.0,26.0,24.0,731.0,0.0,False,2014-12-25
198631,2014,12,25,OFFICE141,IMPO16762,5208310000,CNTRY316,19397.0,21742.0,1.0,47.0,96.0,True,2014-12-25
198632,2014,12,25,OFFICE197,IMPO16457,5806329021,CNTRY123,16879.0,3.0,130852.0,5.0,0.0,False,2014-12-25
198633,2014,12,25,OFFICE298,IMPO18726,3925100090,CNTRY123,96.0,2.0,3057.0,5.0,0.0,False,2014-12-25
198634,2014,12,25,OFFICE174,IMPO13005,1806903900,CNTRY994,7997.0,871.0,127496.0,357.0,0.0,False,2014-12-25
198635,2014,12,25,OFFICE134,IMPO15253,8547200000,CNTRY652,28.0,462.0,3608.0,414.0,0.0,False,2014-12-25
198636,2014,12,25,OFFICE197,IMPO18716,6302999009,CNTRY652,3485.0,10528.0,1171.0,1426.0,0.0,False,2014-12-25
198637,2014,12,25,OFFICE117,IMPO14302,3209900090,CNTRY976,1508.0,18.0,159182.0,406.0,0.0,False,2014-12-25
198638,2014,12,25,OFFICE168,IMPO11284,3926909229,CNTRY994,21994.0,119.0,3.0,5.0,0.0,False,2014-12-25
198639,2014,12,25,OFFICE117,IMPO16159,8418690070,CNTRY843,28.0,128809.0,20.0,4130.0,0.0,False,2014-12-25
198640,2014,12,25,OFFICE152,IMPO16428,2710198390,CNTRY756,286.0,15591.0,3010.0,161.0,82.0,True,2014-12-25
198641,2014,12,25,OFFICE204,IMPO11186,8704219950,CNTRY376,10214.0,1.0,1.0,86.0,0.0,False,2014-12-25
198642,2014,12,25,OFFICE296,IMPO19879,8538909909,CNTRY976,10806.0,688.0,1780.0,5.0,0.0,False,2014-12-25
198643,2014,12,25,OFFICE168,IMPO18806,8609009090,CNTRY994,492.0,869.0,329.0,5.0,0.0,False,2014-12-25
198644,2014,12,25,OFFICE185,IMPO18738,8464900000,CNTRY980,460.0,956.0,2327.0,6473.0,114.0,True,2014-12-25
198645,2014,12,25,OFFICE168,IMPO16622,3923299080,CNTRY994,856.0,669.0,21.0,5.0,0.0,False,2014-12-25
198646,2014,12,25,OFFICE186,IMPO12167,8504405500,CNTRY376,246.0,4709.0,9484.0,71.0,0.0,False,2014-12-25
198647,2014,12,25,OFFICE100,IMPO12909,8609009090,CNTRY376,5805.0,29.0,1.0,5.0,0.0,False,2014-12-25
198648,2014,12,25,OFFICE168,IMPO11284,4819100000,CNTRY976,6924.0,155.0,290.0,132.0,0.0,False,2014-12-25
198649,2014,12,25,OFFICE127,IMPO14021,3921131000,CNTRY980,261.0,4379.0,3088.0,3387.0,79.0,True,2014-12-25
198650,2014,12,25,OFFICE132,IMPO17368,7323100000,CNTRY959,4638.0,3419.0,260.0,94.0,0.0,False,2014-12-25
198651,2014,12,25,OFFICE168,IMPO11063,3809910000,CNTRY976,4122.0,722.0,819.0,160.0,0.0,False,2014-12-25
198652,2014,12,25,OFFICE168,IMPO11025,8547200000,CNTRY994,16967.0,164.0,1.0,5.0,0.0,False,2014-12-25
198653,2014,12,25,OFFICE168,IMPO16865,5806200000,CNTRY376,307.0,507.0,36.0,5.0,0.0,False,2014-12-25
198654,2014,12,25,OFFICE168,IMPO15767,8609009090,CNTRY846,8357.0,153.0,373.0,5.0,0.0,False,2014-12-25
198655,2014,12,25,OFFICE127,IMPO15752,4808400000,CNTRY376,543.0,5031.0,712.0,52.0,0.0,False,2014-12-25
198656,2014,12,25,OFFICE127,IMPO18703,4819100000,CNTRY680,6423.0,4.0,969.0,5.0,0.0,False,2014-12-25
198657,2014,12,25,OFFICE297,IMPO19730,8205909000,CNTRY376,16455.0,703465.0,19214.0,33.0,0.0,False,2014-12-25
198658,2014,12,25,OFFICE187,IMPO11445,2835220000,CNTRY825,1595.0,117.0,190.0,480.0,0.0,False,2014-12-25
198659,2014,12,25,OFFICE168,IMPO11200,5806200000,CNTRY994,5284.0,449.0,2003.0,5.0,0.0,False,2014-12-25
198660,2014,12,25,OFFICE168,IMPO14730,4819100000,CNTRY994,26883.0,27.0,1577.0,5.0,0.0,False,2014-12-25
198661,2014,12,25,OFFICE141,IMPO15078,3910000090,CNTRY701,15984.0,14.0,65.0,105.0,0.0,False,2014-12-25
198662,2014,12,25,OFFICE214,IMPO17391,8547200000,CNTRY376,212.0,311.0,26.0,1713.0,0.0,False,2014-12-25
198663,2014,12,25,OFFICE296,IMPO16865,8609009090,CNTRY976,25603.0,23.0,4030.0,39.0,0.0,False,2014-12-25
198664,2014,12,25,OFFICE168,IMPO19253,8703329091,CNTRY825,6646.0,163.0,371.0,5.0,0.0,False,2014-12-25
198665,2014,12,25,OFFICE168,IMPO10005,4016930000,CNTRY376,33556.0,802.0,1111.0,5.0,0.0,False,2014-12-25
198666,2014,12,25,OFFICE186,IMPO15988,7616999099,CNTRY994,641.0,171.0,1.0,54.0,0.0,False,2014-12-25
198667,2014,12,25,OFFICE168,IMPO10425,7326909889,CNTRY376,1350.0,131.0,2871.0,4781.0,0.0,False,2014-12-25
198668,2014,12,25,OFFICE100,IMPO19132,6403400000,CNTRY123,1474.0,20.0,1.0,929.0,0.0,False,2014-12-25
198669,2014,12,25,OFFICE214,IMPO16045,8716398090,CNTRY994,265.0,439.0,20701.0,5.0,0.0,False,2014-12-25
198670,2014,12,25,OFFICE162,IMPO12429,6217900003,CNTRY376,716.0,1.0,385.0,471.0,0.0,False,2014-12-25
198671,2014,12,25,OFFICE127,IMPO11353,8703329091,CNTRY680,18.0,559.0,18397.0,51.0,0.0,False,2014-12-25
198672,2014,12,25,OFFICE113,IMPO14562,6112411009,CNTRY920,1313.0,16980.0,1.0,5.0,0.0,False,2014-12-25
198673,2014,12,25,OFFICE168,IMPO10541,8703229050,CNTRY994,329.0,1.0,17.0,5.0,0.0,False,2014-12-25
198674,2014,12,25,OFFICE298,IMPO17720,5208121600,CNTRY976,525898.0,174.0,537664.0,5.0,0.0,False,2014-12-25
198675,2014,12,25,OFFICE168,IMPO14414,8703329091,CNTRY976,14629.0,130.0,12765.0,5.0,0.0,False,2014-12-25
198676,2014,12,25,OFFICE141,IMPO16524,7318220000,CNTRY485,21.0,353.0,1372.0,1077.0,0.0,False,2014-12-25
198677,2014,12,25,OFFICE168,IMPO11454,8609009090,CNTRY994,6251.0,137.0,1380.0,106.0,0.0,False,2014-12-25
198678,2014,12,25,OFFICE100,IMPO19729,5601290090,CNTRY825,106433.0,344.0,187145.0,162.0,255.0,True,2014-12-25
198679,2014,12,25,OFFICE185,IMPO16523,3923299080,CNTRY976,2449.0,2.0,1177.0,285.0,0.0,False,2014-12-25
198680,2014,12,25,OFFICE237,IMPO18891,6309000002,CNTRY123,1383.0,1.0,12853.0,2492.0,0.0,False,2014-12-25
198681,2014,12,25,OFFICE234,IMPO17599,3808926099,CNTRY615,34.0,1.0,64774.0,1905.0,0.0,False,2014-12-25
198682,2014,12,25,OFFICE185,IMPO18761,8504409090,CNTRY866,82.0,108.0,4646.0,239.0,0.0,False,2014-12-25
198683,2014,12,25,OFFICE186,IMPO10366,8462918009,CNTRY995,1218.0,1.0,3214.0,50.0,122.0,True,2014-12-25
198684,2014,12,25,OFFICE132,IMPO18253,8482500000,CNTRY930,17.0,3.0,1.0,12.0,0.0,False,2014-12-25
198685,2014,12,26,OFFICE51,IMP602346,8703331928,CNTRY311,5948.0,88.0,168766.0,516.0,0.0,False,2014-12-26
198686,2014,12,26,OFFICE96,IMP160146,7318290000,CNTRY184,37350.0,1880.0,107959.0,153.0,0.0,False,2014-12-26
198687,2014,12,26,OFFICE92,IMP982271,8703241128,CNTRY759,278001.0,128.0,19846.0,720.0,0.0,False,2014-12-26
198688,2014,12,26,OFFICE76,IMP422356,8703331226,CNTRY859,133029.0,1176.0,29068.0,1347.0,0.0,False,2014-12-26
198689,2014,12,26,OFFICE59,IMP468672,8703222900,CNTRY680,70806.0,97.0,507933.0,4224.0,0.0,False,2014-12-26
198690,2014,12,26,OFFICE88,IMP677793,6304930097,CNTRY438,78906.0,1.0,912.0,469.0,0.0,False,2014-12-26
198691,2014,12,26,OFFICE51,IMP352883,8702101319,CNTRY680,8169.0,1.0,672913.0,732.0,0.0,False,2014-12-26
198692,2014,12,26,OFFICE78,IMP577898,210200000,CNTRY527,2111.0,633.0,11784.0,751.0,0.0,False,2014-12-26
198693,2014,12,26,OFFICE51,IMP445164,8703222900,CNTRY277,157885.0,45.0,604694.0,776.0,0.0,False,2014-12-26
198694,2014,12,26,OFFICE51,IMP817794,8703900000,CNTRY376,2216.0,1144.0,1122.0,721.0,0.0,False,2014-12-26
198695,2014,12,26,OFFICE51,IMP480452,8704322000,CNTRY759,2178.0,4.0,30070.0,6562.0,0.0,False,2014-12-26
198696,2014,12,26,OFFICE51,IMP863463,8703210011,CNTRY759,2887.0,158.0,536810.0,595.0,0.0,False,2014-12-26
198697,2014,12,26,OFFICE51,IMP300514,8703232926,CNTRY680,10794.0,1.0,418062.0,3774.0,0.0,False,2014-12-26
198698,2014,12,26,OFFICE88,IMP111819,6406100000,CNTRY576,84064.0,58.0,521.0,731.0,0.0,False,2014-12-26
198699,2014,12,26,OFFICE51,IMP742495,8703222900,CNTRY680,158945.0,1.0,23278.0,2147.0,0.0,False,2014-12-26
198700,2014,12,26,OFFICE92,IMP460375,8703331124,CNTRY656,2739.0,1.0,667.0,28230.0,0.0,False,2014-12-26
198701,2014,12,26,OFFICE51,IMP412513,8703332100,CNTRY264,102686.0,612.0,33324.0,2956.0,0.0,False,2014-12-26
198702,2014,12,26,OFFICE45,IMP214375,8538900000,CNTRY881,848821.0,3542.0,2418.0,2513.0,761.0,True,2014-12-26
198703,2014,12,26,OFFICE51,IMP458839,8703232926,CNTRY376,2061.0,109.0,2636.0,540.0,0.0,False,2014-12-26
198704,2014,12,26,OFFICE18,IMP935650,8703322900,CNTRY328,295957.0,6223.0,79425.0,306.0,0.0,False,2014-12-26
198705,2014,12,26,OFFICE24,IMP238427,8703242100,CNTRY759,4072.0,199.0,293679.0,2701.0,0.0,False,2014-12-26
198706,2014,12,26,OFFICE51,IMP567769,9504900000,CNTRY378,3500.0,229.0,57709.0,14486.0,0.0,False,2014-12-26
198707,2014,12,26,OFFICE40,IMP450852,8529900000,CNTRY652,3919.0,1.0,3309.0,780.0,0.0,False,2014-12-26
198708,2014,12,26,OFFICE81,IMP294853,8419500000,CNTRY920,3278.0,107.0,20103.0,307.0,701.0,True,2014-12-26
198709,2014,12,26,OFFICE45,IMP987751,8426110000,CNTRY171,58180.0,1046.0,54189.0,8649.0,1097.0,True,2014-12-26
198710,2014,12,26,OFFICE23,IMP168972,6402200029,CNTRY448,45031.0,1259.0,1512.0,6379.0,2571.0,True,2014-12-26
198711,2014,12,26,OFFICE60,IMP668139,8528731900,CNTRY759,75482.0,2.0,18502.0,732.0,1016.0,True,2014-12-26
198712,2014,12,26,OFFICE92,IMP766630,7318160000,CNTRY846,213024.0,308.0,89801.0,331.0,0.0,False,2014-12-26
198713,2014,12,26,OFFICE40,IMP853002,6912001000,CNTRY759,65157.0,1110.0,692.0,1231.0,0.0,False,2014-12-26
198714,2014,12,26,OFFICE24,IMP965305,8703232225,CNTRY866,6968.0,231.0,276917.0,9001.0,0.0,False,2014-12-26
198715,2014,12,26,OFFICE78,IMP742843,3811900000,CNTRY995,305656.0,49.0,98115.0,1253.0,0.0,False,2014-12-26
198716,2014,12,26,OFFICE51,IMP832758,8703241128,CNTRY376,2420.0,1.0,1076.0,2462.0,0.0,False,2014-12-26
198717,2014,12,26,OFFICE59,IMP485242,8703332900,CNTRY376,1917.0,90.0,1572.0,494.0,0.0,False,2014-12-26
198718,2014,12,26,OFFICE24,IMP372043,8703321922,CNTRY884,20329.0,116.0,1591.0,1252.0,0.0,False,2014-12-26
198719,2014,12,26,OFFICE51,IMP412417,8704322000,CNTRY825,91290.0,1.0,108999.0,453.0,0.0,False,2014-12-26
198720,2014,12,26,OFFICE18,IMP561692,6204620000,CNTRY133,2254.0,8991.0,175916.0,1.0,0.0,False,2014-12-26
198721,2014,12,26,OFFICE40,IMP278037,8471600069,CNTRY276,365608.0,3854.0,194.0,721.0,0.0,False,2014-12-26
198722,2014,12,26,OFFICE51,IMP179534,8703332900,CNTRY376,4262.0,1.0,13571.0,1311.0,0.0,False,2014-12-26
198723,2014,12,26,OFFICE59,IMP216660,8703241128,CNTRY680,10075.0,1.0,548360.0,524.0,0.0,False,2014-12-26
198724,2014,12,26,OFFICE59,IMP496272,8527199000,CNTRY837,63746.0,3.0,9187.0,1114.0,0.0,False,2014-12-26
198725,2014,12,26,OFFICE94,IMP424153,9031900000,CNTRY659,68566.0,53.0,104468.0,131.0,0.0,False,2014-12-26
198726,2014,12,26,OFFICE24,IMP439866,8517180000,CNTRY680,241272.0,1.0,38985.0,569.0,0.0,False,2014-12-26
198727,2014,12,26,OFFICE23,IMP457760,8703231221,CNTRY277,2581.0,5193.0,182749.0,2984.0,0.0,False,2014-12-26
198728,2014,12,26,OFFICE96,IMP739415,4011200000,CNTRY701,7134.0,115.0,2455.0,3299.0,0.0,False,2014-12-26
198729,2014,12,26,OFFICE96,IMP863502,5204190000,CNTRY644,41744.0,1.0,2377.0,468.0,0.0,False,2014-12-26
198730,2014,12,26,OFFICE24,IMP284366,5801900000,CNTRY884,8508.0,1.0,1444325.0,536.0,0.0,False,2014-12-26
198731,2014,12,26,OFFICE59,IMP435297,8703242100,CNTRY759,2494.0,1743.0,365720.0,12919.0,0.0,False,2014-12-26
198732,2014,12,26,OFFICE51,IMP120631,8703331226,CNTRY376,862228.0,1894.0,35730.0,36876.0,0.0,False,2014-12-26
198733,2014,12,26,OFFICE35,IMP261908,7208510000,CNTRY653,2044.0,3.0,1040.0,491.0,0.0,False,2014-12-26
198734,2014,12,26,OFFICE40,IMP173637,8703241128,CNTRY680,400439.0,637.0,1500.0,7902.0,0.0,False,2014-12-26
198735,2014,12,26,OFFICE51,IMP583214,8703321922,CNTRY759,2368.0,1289.0,12712.0,363.0,0.0,False,2014-12-26
198736,2014,12,26,OFFICE78,IMP530357,7321190000,CNTRY334,5580.0,80.0,26040.0,1139.0,1459.0,True,2014-12-26
198737,2014,12,26,OFFICE40,IMP440223,8517180000,CNTRY680,57407.0,1.0,1077.0,8354.0,0.0,False,2014-12-26
198738,2014,12,26,OFFICE51,IMP286665,8703210011,CNTRY759,2745.0,87.0,614893.0,737.0,0.0,False,2014-12-26
198739,2014,12,26,OFFICE87,IMP937159,8437100000,CNTRY656,26870.0,11.0,135612.0,1088.0,0.0,False,2014-12-26
198740,2014,12,26,OFFICE59,IMP894296,2204290000,CNTRY277,2626.0,726.0,75663.0,2799.0,0.0,False,2014-12-26
198741,2014,12,26,OFFICE51,IMP726222,8472900000,CNTRY376,4162.0,3.0,389533.0,764.0,0.0,False,2014-12-26
198742,2014,12,26,OFFICE78,IMP373339,2918290000,CNTRY351,270796.0,13.0,1485.0,478.0,616.0,True,2014-12-26
198743,2014,12,26,OFFICE60,IMP723516,5204200000,CNTRY644,3449.0,53.0,2336.0,27167.0,0.0,False,2014-12-26
198744,2014,12,26,OFFICE59,IMP643203,8703331928,CNTRY376,9154.0,4.0,1842.0,3796.0,0.0,False,2014-12-26
198745,2014,12,26,OFFICE59,IMP173637,8703241128,CNTRY615,58922.0,148.0,131.0,515.0,0.0,False,2014-12-26
198746,2014,12,26,OFFICE51,IMP665319,8703241128,CNTRY680,19158.0,3.0,31040.0,3836.0,0.0,False,2014-12-26
198747,2014,12,26,OFFICE40,IMP542823,8702101319,CNTRY756,3976.0,77.0,995.0,1853.0,1278.0,True,2014-12-26
198748,2014,12,26,OFFICE59,IMP600860,7615110000,CNTRY615,6513.0,15.0,23079.0,27201.0,0.0,False,2014-12-26
198749,2014,12,26,OFFICE59,IMP806769,8703321922,CNTRY277,104433.0,1.0,3176.0,3466.0,0.0,False,2014-12-26
198750,2014,12,26,OFFICE187,IMPO18189,3926909799,CNTRY994,7725.0,167.0,1.0,5.0,0.0,False,2014-12-26
198751,2014,12,26,OFFICE186,IMPO15513,7326909820,CNTRY335,73.0,11769.0,198.0,18.0,0.0,False,2014-12-26
198752,2014,12,26,OFFICE168,IMPO18764,5806200000,CNTRY994,1915.0,3500.0,880.0,5.0,0.0,False,2014-12-26
198753,2014,12,26,OFFICE168,IMPO10477,8716400009,CNTRY994,384.0,148.0,1229.0,5.0,0.0,False,2014-12-26
198754,2014,12,26,OFFICE162,IMPO15765,8609009090,CNTRY652,118312.0,135.0,1.0,371.0,0.0,False,2014-12-26
198755,2014,12,26,OFFICE186,IMPO11771,8536901020,CNTRY825,4866.0,19.0,1474.0,13.0,0.0,False,2014-12-26
198756,2014,12,26,OFFICE204,IMPO16865,3923299080,CNTRY994,1705.0,191.0,1101.0,5.0,0.0,False,2014-12-26
198757,2014,12,26,OFFICE185,IMPO11353,4821101000,CNTRY994,8543.0,1.0,1.0,285.0,0.0,False,2014-12-26
198758,2014,12,26,OFFICE204,IMPO11284,9606100010,CNTRY994,21317.0,206.0,1.0,5.0,0.0,False,2014-12-26
198759,2014,12,26,OFFICE134,IMPO11934,9029900000,CNTRY994,4626.0,1.0,983.0,2539.0,0.0,False,2014-12-26
198760,2014,12,26,OFFICE134,IMPO10477,8538909909,CNTRY376,21975.0,16528.0,700.0,5.0,0.0,False,2014-12-26
198761,2014,12,26,OFFICE168,IMPO19390,8609009090,CNTRY994,28450.0,106.0,227.0,5.0,0.0,False,2014-12-26
198762,2014,12,26,OFFICE127,IMPO15253,3926909799,CNTRY680,2181.0,169.0,93.0,92.0,0.0,False,2014-12-26
198763,2014,12,26,OFFICE187,IMPO11072,8536901020,CNTRY652,1047.0,74.0,267.0,3574.0,0.0,False,2014-12-26
198764,2014,12,26,OFFICE299,IMPO15533,9030908500,CNTRY576,4056.0,389304.0,4.0,3348.0,0.0,False,2014-12-26
198765,2014,12,26,OFFICE168,IMPO15432,4819400000,CNTRY994,3909.0,3.0,16726.0,100.0,0.0,False,2014-12-26
198766,2014,12,26,OFFICE168,IMPO15279,8542399090,CNTRY994,23938.0,121.0,1345.0,5.0,0.0,False,2014-12-26
198767,2014,12,26,OFFICE296,IMPO12250,8443999040,CNTRY976,2960.0,1763.0,103.0,5.0,0.0,False,2014-12-26
198768,2014,12,26,OFFICE127,IMPO16486,3920599000,CNTRY917,11703.0,1.0,821.0,5.0,0.0,False,2014-12-26
198769,2014,12,26,OFFICE187,IMPO16803,8423815009,CNTRY994,637.0,15.0,3.0,5.0,0.0,False,2014-12-26
198770,2014,12,26,OFFICE187,IMPO12086,6217900003,CNTRY994,3839.0,18.0,298.0,301.0,0.0,False,2014-12-26
198771,2014,12,26,OFFICE187,IMPO11353,8703229050,CNTRY680,5657.0,141.0,1.0,5.0,0.0,False,2014-12-26
198772,2014,12,26,OFFICE127,IMPO18205,6203423301,CNTRY716,277.0,111.0,5708.0,0.0,0.0,False,2014-12-26
198773,2014,12,26,OFFICE168,IMPO18189,5807109010,CNTRY825,465.0,31.0,3624.0,5.0,0.0,False,2014-12-26
198774,2014,12,26,OFFICE168,IMPO15506,8538909902,CNTRY994,20449.0,16.0,236.0,5.0,0.0,False,2014-12-26
198775,2014,12,26,OFFICE168,IMPO17115,8609009090,CNTRY994,713.0,714.0,14.0,5.0,0.0,False,2014-12-26
198776,2014,12,26,OFFICE243,IMPO15880,9032102000,CNTRY555,1738.0,1.0,9429.0,5.0,0.0,False,2014-12-26
198777,2014,12,26,OFFICE187,IMPO18106,8547200000,CNTRY376,6205.0,190.0,1423.0,5.0,0.0,False,2014-12-26
198778,2014,12,26,OFFICE187,IMPO19363,8703329091,CNTRY376,21555.0,44.0,261.0,5.0,0.0,False,2014-12-26
198779,2014,12,26,OFFICE187,IMPO18475,9801000000,CNTRY123,544.0,123.0,81.0,5.0,0.0,False,2014-12-26
198780,2014,12,26,OFFICE162,IMPO14698,4819100000,CNTRY376,5980.0,154.0,1.0,5.0,0.0,False,2014-12-26
198781,2014,12,26,OFFICE168,IMPO10723,8421990020,CNTRY123,45376.0,37.0,2720.0,5.0,0.0,False,2014-12-26
198782,2014,12,26,OFFICE214,IMPO18420,7419999099,CNTRY376,507.0,1.0,13.0,5.0,0.0,False,2014-12-26
198783,2014,12,26,OFFICE168,IMPO10166,5807109010,CNTRY994,87375.0,385.0,338.0,5.0,0.0,False,2014-12-26
198784,2014,12,26,OFFICE187,IMPO15661,8504409090,CNTRY994,135612.0,182.0,2828.0,5.0,0.0,False,2014-12-26
198785,2014,12,26,OFFICE185,IMPO17728,6217100009,CNTRY846,12117.0,90.0,54164.0,0.0,0.0,False,2014-12-26
198786,2014,12,26,OFFICE168,IMPO16865,5806200000,CNTRY994,8044.0,818.0,1789.0,5.0,0.0,False,2014-12-26
198787,2014,12,26,OFFICE298,IMPO16962,9801000000,CNTRY376,19433.0,141.0,3810.0,5.0,0.0,False,2014-12-26
198788,2014,12,26,OFFICE187,IMPO10166,3923100000,CNTRY994,3616.0,3.0,305.0,4268.0,0.0,False,2014-12-26
198789,2014,12,26,OFFICE168,IMPO16887,5807109010,CNTRY994,20218.0,1.0,1.0,5.0,0.0,False,2014-12-26
198790,2014,12,26,OFFICE168,IMPO12250,8409990009,CNTRY994,4726.0,153.0,1.0,5.0,0.0,False,2014-12-26
198791,2014,12,26,OFFICE187,IMPO19578,8703329091,CNTRY994,3086.0,39.0,30.0,5.0,0.0,False,2014-12-26
198792,2014,12,26,OFFICE168,IMPO17483,7326909889,CNTRY994,815.0,32.0,1.0,5.0,0.0,False,2014-12-26
198793,2014,12,26,OFFICE204,IMPO12551,8704219969,CNTRY562,416.0,57311.0,9173.0,2818.0,0.0,False,2014-12-26
198794,2014,12,26,OFFICE168,IMPO14730,5209390000,CNTRY994,24332.0,18.0,1139.0,5.0,0.0,False,2014-12-26
198795,2014,12,26,OFFICE168,IMPO17778,7320909000,CNTRY376,78437.0,120084.0,11.0,5.0,0.0,False,2014-12-26
198796,2014,12,26,OFFICE168,IMPO16962,8703229050,CNTRY994,6389.0,128.0,272.0,5.0,0.0,False,2014-12-26
